gid,role,role_base,role_detail,is_truncated,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,pass_through,fast_share,tainted_in_kzt,taint_share,taint_state_share,taint_iterations,block_impact,betweenness,seed_sources,p_onward,cycles_le4
100000002121357100,peripheral,peripheral,peripheral,False,0.8,5,0.5693,"Признаков роли нет: вход 255 тыс от 2, выход 113 тыс к 1, передал 44%.",3,False,2,1,255300.0,113000.0,0.4426165295730513,0.0,88584.78767911764,0.3469831088097048,0.30220825695563946,8,0.00048495529366275847,2.159800680119253e-05,8,,0
100000003509750100,transit,transit,transit,False,0.909,4,0.5693,"Признаки транзита: получил 82 тыс, передал 95%; 74% ушло в течение 2 дней после поступления, медианная задержка 1 дн.",2,False,3,3,82290.0,78400.0,0.9527281565196257,0.7448979591836735,72999.64457732346,0.8871022551625162,0.8871022551625162,8,0.0005632461282869765,1.981468513870874e-06,1,,2
100000004017410100,peripheral,peripheral,peripheral,False,0.8,32,0.5691,"Признаков роли нет: вход 194 тыс от 2, выход 1,3 млн к 5, передал в 6,9 раза больше полученного (есть невидимые поступления извне).",3,False,2,5,193650.0,1330915.0,6.872785954040795,0.04132495313374633,51529.75853509139,0.26609738463770405,0.22167709084497844,8,0.0010270470083921252,4.0587080059121736e-05,7,,7
100000002475601100,terminal,terminal,terminal,False,0.621,6,0.5685,"Деньги оседают: получил 232 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 3 выгружен полностью).",3,False,1,0,232301.0,0.0,0.0,,220749.5431068768,0.9502737530483159,0.8946973593964336,8,0.0008722389864512294,0.0,1,,0
100000001724740100,peripheral,peripheral,truncated,True,1.0,5,0.5684,Обрезан на 4-м хопе: исходящие не выгружались. Получил 185 тыс от 1 плат.; оценка P(переводит дальше)=33%.,4,False,1,0,185000.0,0.0,0.0,,75390.14064849369,0.40751427377564153,0.3692223690680613,8,0.0002978860972582413,0.0,9,0.3287227527106342,0
100000002615479100,terminal,terminal,terminal,False,0.618,4,0.5672,"Деньги оседают: получил 220 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 1 выгружен полностью).",1,False,1,0,220000.0,0.0,0.0,,220000.0,1.0,1.0,8,0.0008692773462564261,0.0,1,,0
100000004732589100,terminal,terminal,terminal,False,0.619,9,0.5672,"Деньги оседают: получил 228 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 2 выгружен полностью).",2,False,1,0,227520.0,0.0,0.0,,218732.0365350953,0.9613749847709885,0.9613749847709885,8,0.0008642672920930986,0.0,1,,0
100000005314565100,terminal,terminal,terminal,False,0.617,1,0.5668,"Деньги оседают: получил 218 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 3 выгружен полностью).",3,False,1,0,218500.0,0.0,0.0,,132559.71747234624,0.606680629164056,0.4630846680164925,8,0.0005237779973857334,0.0,7,,0
100000005456919100,peripheral,peripheral,peripheral,False,0.8,41,0.5667,"Признаков роли нет: вход 480 тыс от 2, выход 5 тыс к 1, передал 1%.",1,False,2,1,479950.0,5000.0,0.010417751849150954,1.0,479747.8119011404,0.9995787309118458,0.9990003507252008,8,0.0019153452121394312,0.0,1,,3
100000002870463100,peripheral,peripheral,peripheral,False,0.8,4,0.5666,"Признаков роли нет: вход 207 тыс от 3, выход 10 тыс к 1, передал 5%.",2,False,3,1,207000.0,10000.0,0.04830917874396135,1.0,172789.81790732034,0.8347334198421272,0.8253793109053901,8,0.0007153504988226573,1.9418391435934565e-05,7,,1
100000004420041100,peripheral,peripheral,peripheral,False,0.8,10,0.5662,"Признаков роли нет: вход 70 тыс от 1, выход 652 тыс к 7, передал в 9,4 раза больше полученного (есть невидимые поступления извне).",3,False,1,7,69638.0,651830.0,9.360263074758034,0.0,36876.52093717965,0.5295459510207021,0.44201095570508103,8,0.0011200642856057023,0.00015424862618236015,7,,0
100000004007116100,peripheral,peripheral,peripheral,False,0.8,23,0.566,"Признаков роли нет: вход 765 тыс от 3, выход 148 тыс к 4, передал 19%.",0,True,3,4,764704.0,148000.0,0.19353893794200108,0.9324324324324325,291286.52725706884,0.3809140886631544,1.0,8,0.004874680668495039,3.962937027741748e-07,0,,12
100000000490383100,peripheral,peripheral,peripheral,False,0.8,7,0.5657,"Признаков роли нет: вход 63 тыс от 3, выход 461 тыс к 8, передал в 7,4 раза больше полученного (есть невидимые поступления извне).",2,False,3,8,62600.0,461375.0,7.37020766773163,0.01083717149823896,43729.60635429736,0.6985560120494786,0.6984760682918942,8,0.0015932505664797507,5.1650279261567445e-05,7,,0
100000002479804100,transit,transit,transit,False,0.826,3,0.5652,"Признаки транзита: получил 46 тыс, передал 77%; 65% ушло в течение 2 дней после поступления, медианная задержка 1 дн.",1,False,1,2,46000.0,35300.0,0.7673913043478261,0.6515580736543909,46000.0,1.0,1.0,8,0.0016334066589100643,1.7833216624837866e-06,1,,0
100000008332511100,terminal,terminal,terminal,False,0.588,4,0.565,"Деньги оседают: получил 100 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 3 выгружен полностью).",3,False,1,0,100000.0,0.0,0.0,,99892.53735116162,0.9989253735116161,0.9924622522244351,8,0.0003947014535429017,0.0,9,,0
100000004744306100,peripheral,peripheral,peripheral,False,0.8,18,0.5649,"Признаков роли нет: вход 69 тыс от 1, выход 92 тыс к 2, передал в 1,3 раза больше полученного (есть невидимые поступления извне).",1,False,1,2,69000.0,92000.0,1.3333333333333333,0.0,69000.0,1.0,1.0,8,0.0006361529670331119,3.923307657464331e-05,8,,0
100000004756901100,terminal,terminal,terminal,False,0.601,7,0.5648,"Деньги оседают: получил 153 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 2 выгружен полностью).",2,False,1,0,153248.0,0.0,0.0,,140192.55709508416,0.9148083961623262,0.9068077100485716,8,0.0005539373363477917,0.0,7,,0
100000007647294100,terminal,terminal,terminal,False,0.659,33,0.5645,"Деньги оседают: получил 385 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 3 выгружен полностью).",3,False,1,0,385000.0,0.0,0.0,,114276.25331951142,0.29682143719353615,0.22416528827701415,8,0.0004515352646622895,0.0,7,,0
100000002596039100,peripheral,peripheral,truncated,True,1.0,6,0.5641,Обрезан на 4-м хопе: исходящие не выгружались. Получил 280 тыс от 1 плат.; оценка P(переводит дальше)=31%.,4,False,1,0,280000.0,0.0,0.0,,97000.22478156217,0.34642937421986486,0.2535875723968892,8,0.00038327317265625697,0.0,7,0.30915047132628204,0
100000002710570100,terminal,terminal,terminal,False,0.619,30,0.5641,"Деньги оседают: получил 225 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 2 выгружен полностью).",2,False,1,0,225015.0,0.0,0.0,,128576.16003953146,0.5714115060752903,0.5684424897051708,8,0.0005080379235954116,0.0,7,,0
100000003071649100,terminal,terminal,terminal,False,0.61,5,0.5635,"Деньги оседают: получил 190 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 3 выгружен полностью).",3,False,1,0,189500.0,0.0,0.0,,88245.52560151568,0.4656755968417714,0.40751427377564153,8,0.00034868107415400384,0.0,9,,0
100000007745062100,peripheral,peripheral,truncated,True,1.0,10,0.5632,Обрезан на 4-м хопе: исходящие не выгружались. Получил 100 тыс от 1 плат.; оценка P(переводит дальше)=31%.,4,False,1,0,100000.0,0.0,0.0,,80633.23490623926,0.8063323490623926,0.7740388821212836,8,0.00031860292936070685,0.0,9,0.3100768267119701,0
100000007242833100,peripheral,peripheral,peripheral,False,0.8,10,0.563,"Признаков роли нет: вход 108 тыс от 1, выход 45 тыс к 1, передал 42%.",2,False,1,1,107500.0,45000.0,0.4186046511627907,1.0,94615.41448230458,0.8801433905330659,0.8336963137188895,8,0.0005220869808132895,1.981468513870874e-05,9,,0
100000001382002100,transit,transit,transit,False,0.692,1,0.563,"Признаки транзита: получил 55 тыс, передал 103%; 0% ушло в течение 2 дней после поступления, медианная задержка 9 дн.",2,False,1,1,55000.0,56500.0,1.0272727272727273,0.0,54593.67235132376,0.9926122245695229,0.9926122245695229,8,0.0004357465051403597,0.0,7,,1
100000004622227100,transit,transit,transit,False,0.629,1,0.5624,"Признаки транзита: получил 25 тыс, передал 76%; 0% ушло в течение 2 дней после поступления, медианная задержка 3 дн.",1,False,1,3,24931.0,19000.0,0.762103405398901,0.0,24931.0,1.0,1.0,8,0.0005292302471284167,4.7841827440806e-05,7,,0
100000002335358100,terminal,terminal,terminal,False,0.598,7,0.5621,"Деньги оседают: получил 140 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 2 выгружен полностью).",2,False,1,0,140000.0,0.0,0.0,,139992.78502138972,0.9999484644384979,0.9999356887064635,8,0.0005531479848111099,0.0,7,,0
100000008472324100,terminal,terminal,terminal,False,0.614,8,0.562,"Деньги оседают: получил 205 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 3 выгружен полностью).",3,False,1,0,205200.0,0.0,0.0,,127055.33900013879,0.6191780653028206,0.5403576910379955,8,0.0005020287632443115,0.0,7,,0
100000008279405100,terminal,terminal,terminal,False,0.621,6,0.5618,"Деньги оседают: получил 235 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 3 выгружен полностью).",3,False,1,0,234738.0,0.0,0.0,,124304.55745069757,0.5295459510207021,0.44201095570508103,8,0.0004911597083106097,0.0,7,,0
100000002605184100,terminal,terminal,terminal,False,0.598,15,0.5617,"Деньги оседают: получил 140 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 2 выгружен полностью).",2,False,1,0,140000.0,0.0,0.0,,139856.67442499328,0.9989762458928092,0.9928190861405171,8,0.0005526101763654192,0.0,7,,0
100000008168850100,peripheral,peripheral,truncated,True,1.0,8,0.5614,Обрезан на 4-м хопе: исходящие не выгружались. Получил 188 тыс от 1 плат.; оценка P(переводит дальше)=32%.,4,False,1,0,187910.0,0.0,0.0,,101538.61372294973,0.5403576910379955,0.5119191887828877,8,0.0004012055303620114,0.0,7,0.31563860746755723,0
100000002755292100,terminal,terminal,terminal,False,0.613,8,0.5609,"Деньги оседают: получил 203 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 3 выгружен полностью).",3,False,1,0,203400.0,0.0,0.0,,125940.8184825937,0.6191780653028206,0.5403576910379955,8,0.0004976250021632882,0.0,7,,0
100000002697752100,terminal,terminal,terminal,False,0.673,6,0.5607,"Деньги оседают: получил 191 тыс от 2 плат., исходящих ≥5 000 KZT нет (хоп 3 выгружен полностью).",3,False,2,0,190785.0,0.0,0.0,,128280.64958571145,0.6723833088854546,0.592528857619646,8,0.0005068702847631939,0.0,7,,0
100000008647905100,peripheral,peripheral,peripheral,False,0.8,17,0.5602,"Признаков роли нет: вход 50 тыс от 1, выход 344 тыс к 2, передал в 6,9 раза больше полученного (есть невидимые поступления извне).",2,False,1,2,50000.0,344222.0,6.88444,0.670497527758249,50000.0,1.0,1.0,8,0.0015576738817995493,3.844048916909496e-05,7,,0
100000001837130100,terminal,terminal,terminal,False,0.606,1,0.5602,"Деньги оседают: получил 173 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 3 выгружен полностью).",3,False,1,0,172900.0,0.0,0.0,,129013.47017717999,0.7461739165828802,0.6690797475280011,8,0.0005097658499406639,0.0,7,,0
100000002570206100,terminal,terminal,terminal,False,0.667,16,0.56,"Деньги оседают: получил 167 тыс от 2 плат., исходящих ≥5 000 KZT нет (хоп 2 выгружен полностью).",2,False,2,0,166959.6,0.0,0.0,,129475.0317608564,0.775487194272485,0.7174789513286428,8,0.0005115896000705949,0.0,7,,0
100000002293421100,transit,transit,transit,False,0.752,1,0.5599,"Признаки транзита: получил 41 тыс, передал 115%; 32% ушло в течение 2 дней после поступления, медианная задержка 0 дн.",2,False,2,2,41000.0,47000.0,1.146341463414634,0.3191489361702128,40760.35908019716,0.9941550995170039,0.989958303811756,8,0.00031074503718006086,1.9616538287321655e-05,7,,2
100000002731501100,peripheral,peripheral,peripheral,False,0.8,23,0.5596,"Признаков роли нет: вход 570 тыс от 3, выход 834 тыс к 7, передал в 1,5 раза больше полученного (есть невидимые поступления извне).",1,False,3,7,570370.0,833960.0,1.4621386117783193,0.32975202647609,228641.44673055023,0.40086513444001304,0.349219594346996,8,0.001158053647448528,4.4583041562094666e-06,1,,10
100000004130144100,terminal,terminal,terminal,False,0.612,4,0.5591,"Деньги оседают: получил 200 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 1 выгружен полностью).",1,False,1,0,200000.0,0.0,0.0,,200000.0,1.0,1.0,8,0.0007902521329603874,0.0,1,,0
100000001270349100,terminal,terminal,terminal,False,0.612,26,0.5591,"Деньги оседают: получил 200 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 3 выгружен полностью).",3,False,1,0,200000.0,0.0,0.0,,200000.0,1.0,1.0,8,0.0007902521329603874,0.0,1,,0
100000002784085100,terminal,terminal,terminal,False,0.612,4,0.5591,"Деньги оседают: получил 200 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 1 выгружен полностью).",1,False,1,0,200000.0,0.0,0.0,,200000.0,1.0,1.0,8,0.0007902521329603874,0.0,1,,0
100000007641801100,terminal,terminal,terminal,False,0.612,4,0.5591,"Деньги оседают: получил 200 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 1 выгружен полностью).",1,False,1,0,200000.0,0.0,0.0,,200000.0,1.0,1.0,8,0.0007902521329603874,0.0,1,,0
100000003977183100,peripheral,peripheral,peripheral,False,0.8,4,0.5589,"Признаков роли нет: вход 124 тыс от 2, выход 766 тыс к 4, передал в 6,2 раза больше полученного (есть невидимые поступления извне).",0,True,2,4,123800.0,766000.0,6.187399030694669,0.21148825065274152,123800.0,1.0,1.0,8,0.005881834639053541,1.5851748110966993e-06,1,,1
100000001049200100,peripheral,peripheral,peripheral,False,0.8,17,0.5588,"Признаков роли нет: вход 77 тыс от 2, выход 36 тыс к 4, передал 47%.",1,False,2,4,76624.0,36000.0,0.46982668615577367,0.0,76624.0,1.0,1.0,8,0.0004619310952388978,0.0011596533657190738,7,,3
100000008659950100,terminal,terminal,terminal,False,0.624,5,0.5588,"Деньги оседают: получил 246 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 3 выгружен полностью).",3,False,1,0,246000.0,0.0,0.0,,85871.84986025348,0.3490725604075345,0.31231090742183704,8,0.00033930206256658726,0.0,8,,0
100000008751429100,peripheral,peripheral,peripheral,False,0.8,41,0.5587,"Признаков роли нет: вход 386 тыс от 3, выход 73 тыс к 1, передал 19%.",1,False,3,1,386200.0,72600.0,0.1879854997410668,1.0,386095.05446517176,0.9997282611734122,0.9993487505464744,8,0.0018111987836340426,0.0,1,,5
100000008568512100,terminal,terminal,terminal,False,0.612,8,0.5583,"Деньги оседают: получил 200 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 3 выгружен полностью).",3,False,1,0,199640.0,0.0,0.0,,123612.7089570551,0.6191780653028206,0.5403576910379955,8,0.0004884260345715869,0.0,7,,0
100000001688676100,terminal,terminal,terminal,False,0.596,17,0.5579,"Деньги оседают: получил 134 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 3 выгружен полностью).",3,False,1,0,133700.0,0.0,0.0,,133700.0,1.0,1.0,8,0.000528283550884019,0.0,7,,0
100000000267734100,peripheral,peripheral,peripheral,False,0.8,4,0.5574,"Признаков роли нет: вход 180 тыс от 2, выход 282 тыс к 7, передал в 1,6 раза больше полученного (есть невидимые поступления извне).",1,False,2,7,180000.0,282000.0,1.5666666666666667,0.4148936170212766,179259.25925925927,0.9958847736625515,0.9876543209876544,8,0.0021608430267507795,3.5666433249675733e-06,1,,1
100000004737477100,transit,transit,transit,False,0.756,1,0.5571,"Признаки транзита: получил 50 тыс, передал 82%; 37% ушло в течение 2 дней после поступления, медианная задержка 2 дн.",1,False,2,1,49598.0,40500.0,0.8165651840800032,0.37037037037037035,44859.58229003355,0.9044635326027974,0.8688571484899535,8,0.00031629168644549,1.922024458454748e-05,7,,0
100000003448713100,peripheral,peripheral,truncated,True,1.0,6,0.557,Обрезан на 4-м хопе: исходящие не выгружались. Получил 267 тыс от 1 плат.; оценка P(переводит дальше)=31%.,4,False,1,0,266750.0,0.0,0.0,,92410.03557314895,0.34642937421986486,0.2535875723968892,8,0.00036513613859315383,0.0,7,0.30889086591580556,0
100000005022552100,peripheral,peripheral,peripheral,False,0.8,7,0.5569,"Признаков роли нет: вход 241 тыс от 1, выход 5 тыс к 1, передал 2%.",3,False,1,1,241000.0,5000.0,0.02074688796680498,0.0,240161.74418786122,0.9965217601156067,0.9961695382890275,8,0.0009686014505188404,0.0,7,,0
100000004235471100,peripheral,peripheral,truncated,True,1.0,8,0.5565,Обрезан на 4-м хопе: исходящие не выгружались. Получил 180 тыс от 1 плат.; оценка P(переводит дальше)=32%.,4,False,1,0,180000.0,0.0,0.0,,97264.38438683919,0.5403576910379955,0.5119191887828877,8,0.0003843169361138866,0.0,7,0.31540567001415254,0
100000008514970100,peripheral,peripheral,peripheral,False,0.8,6,0.556,"Признаков роли нет: вход 380 тыс от 1, выход 31 тыс к 1, передал 8%.",3,False,1,1,379966.0,31000.0,0.0815862471905381,1.0,361071.7168507563,0.9502737530483157,0.8946973593964336,8,0.0015362791289404436,7.925874055483496e-07,1,,0
100000008624978100,terminal,terminal,terminal,False,0.59,6,0.5557,"Деньги оседают: получил 109 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 2 выгружен полностью).",2,False,1,0,109000.0,0.0,0.0,,95907.33056946001,0.8798837666922937,0.8760058067391425,8,0.0003789548627452087,0.0,8,,0
100000002906470100,terminal,terminal,terminal,False,0.595,17,0.5552,"Деньги оседают: получил 130 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 3 выгружен полностью).",3,False,1,0,130000.0,0.0,0.0,,130000.0,1.0,1.0,8,0.0005136638864242518,0.0,7,,0
100000008356606100,terminal,terminal,terminal,False,0.667,13,0.5548,"Деньги оседают: получил 168 тыс от 2 плат., исходящих ≥5 000 KZT нет (хоп 2 выгружен полностью).",2,False,2,0,168500.0,0.0,0.0,,121968.98869192657,0.7238515649372497,0.7222790522855382,8,0.00048193126734407944,0.0,7,,0
100000008238112100,terminal,terminal,terminal,False,0.61,8,0.5545,"Деньги оседают: получил 190 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 3 выгружен полностью).",3,False,1,0,190000.0,0.0,0.0,,117643.83240753591,0.6191780653028206,0.5403576910379955,8,0.00046484144744844095,0.0,7,,0
100000005198906100,peripheral,peripheral,peripheral,False,0.8,8,0.5544,"Признаков роли нет: вход 228 тыс от 1, выход 60 тыс к 1, передал 26%.",3,False,1,1,227970.0,60000.0,0.26319252533228055,0.0,141154.023547084,0.6191780653028206,0.5403576910379955,8,0.000685841986291333,1.922024458454748e-05,7,,0
100000005888829100,peripheral,peripheral,truncated,True,1.0,5,0.5542,Обрезан на 4-м хопе: исходящие не выгружались. Получил 197 тыс от 1 плат.; оценка P(переводит дальше)=30%.,4,False,1,0,197000.0,0.0,0.0,,70296.97602352945,0.35683744174380433,0.30249927077752825,8,0.0002777616762162792,0.0,8,0.3008891123365876,0
100000007283257100,terminal,terminal,terminal,False,0.61,64,0.5542,"Деньги оседают: получил 192 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 1 выгружен полностью).",1,False,1,0,192000.0,0.0,0.0,,192000.0,1.0,1.0,8,0.0007586420476419719,0.0,1,,0
100000006443391100,transit,transit,transit,False,0.876,4,0.5541,"Признаки транзита: получил 87 тыс, передал 69%; 89% ушло в течение 2 дней после поступления, медианная задержка 0 дн.",1,False,3,2,86775.93,60041.71000000001,0.6919166409394865,0.8944885147341739,71129.69902887972,0.8196938831871895,0.7460148247636877,8,0.0004727753675077887,1.1888811083225246e-06,1,,2
100000003968044100,peripheral,peripheral,peripheral,False,0.8,6,0.5535,"Признаков роли нет: вход 40 тыс от 1, выход 311 тыс к 3, передал в 7,8 раза больше полученного (есть невидимые поступления извне).",3,False,1,3,40000.0,311000.0,7.775,0.0,33231.23850298551,0.8307809625746376,0.7594437519994522,8,0.00189113399400949,6.561503152343142e-05,7,,2
100000008077552100,terminal,terminal,terminal,False,0.616,6,0.5531,"Деньги оседают: получил 214 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 3 выгружен полностью).",3,False,1,0,214000.0,0.0,0.0,,113322.83351843026,0.5295459510207021,0.44201095570508103,8,0.00044776805450533213,0.0,7,,0
100000005668605100,terminal,terminal,terminal,False,0.711,18,0.5531,"Деньги оседают: получил 94 тыс от 3 плат., исходящих ≥5 000 KZT нет (хоп 0 выгружен полностью).",0,True,3,0,94500.0,0.0,0.0,,86436.12691576233,0.9146680096906067,1.0,8,0.0003415316683000424,0.0,10,,0
100000001380054100,peripheral,peripheral,peripheral,False,0.8,28,0.553,"Признаков роли нет: вход 127 тыс от 2, выход 360 тыс к 3, передал в 2,8 раза больше полученного (есть невидимые поступления извне).",1,False,2,3,127050.0,360000.0,2.833530106257379,0.5555555555555556,127049.93315838919,0.9999994738952317,0.9999905189204517,8,0.0043058499804833755,2.774055919419224e-06,1,,2
100000006232815100,peripheral,peripheral,peripheral,False,0.8,28,0.5524,"Признаков роли нет: вход 160 тыс от 1, выход 296 тыс к 5, передал в 1,9 раза больше полученного (есть невидимые поступления извне).",0,True,1,5,160000.0,296500.0,1.853125,0.0,159998.48302727228,0.9999905189204518,1.0,8,0.00550373787118872,2.774055919419224e-06,0,,1
100000001236706100,peripheral,peripheral,peripheral,False,0.8,13,0.5517,"Признаков роли нет: вход 143 тыс от 3, выход 36 тыс к 2, передал 25%.",3,False,3,2,142700.0,36000.0,0.25227750525578135,0.0,106810.57576848404,0.7484973774946323,0.6819616667629436,8,0.0005190423257351016,3.923307657464331e-05,7,,0
100000002308091100,terminal,terminal,terminal,False,0.609,12,0.5511,"Деньги оседают: получил 187 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 3 выгружен полностью).",3,False,1,0,186720.0,0.0,0.0,,186720.0,1.0,1.0,8,0.0007377793913318177,0.0,1,,0
100000002578405100,distributor,distributor,distributor,False,1.0,2,0.5509,"Признаки раздачи: 116 получателей против 2 плательщиков, отправил 3,1 млн в 120 переводах.",2,False,2,116,1200351.0,3108352.0,2.589535894084314,0.6693176963226816,108515.3640599197,0.09040302716448746,0.09040302716448746,8,-0.0035854633078873906,0.00017100073274705643,1,,2
100000003497735100,terminal,terminal,terminal,False,0.594,17,0.5505,"Деньги оседают: получил 125 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 3 выгружен полностью).",3,False,1,0,125000.0,0.0,0.0,,125000.0,1.0,1.0,8,0.0004939075831002422,0.0,7,,0
100000002692750100,peripheral,peripheral,peripheral,False,0.8,4,0.5503,"Признаков роли нет: вход 113 тыс от 3, выход 77 тыс к 1, передал 68%.",2,False,3,1,112830.0,77000.0,0.682442612780289,0.15584415584415584,109577.07123710381,0.9711696466994931,0.9690198957015739,8,0.0007277890365351795,1.981468513870874e-05,7,,1
100000004417753100,terminal,terminal,terminal,False,0.673,3,0.5502,"Деньги оседают: получил 192 тыс от 2 плат., исходящих ≥5 000 KZT нет (хоп 3 выгружен полностью).",3,False,2,0,192099.0,0.0,0.0,,112704.10211865001,0.5866980157036217,0.552032660572261,8,0.00044532328546320734,0.0,7,,0
100000002528544100,terminal,terminal,terminal,False,0.611,6,0.5501,"Деньги оседают: получил 193 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 3 выгружен полностью).",3,False,1,0,192912.0,0.0,0.0,,183319.21024805668,0.9502737530483157,0.8946973593964336,8,0.0007243419845556883,0.0,1,,0
100000007034089100,peripheral,peripheral,truncated,True,1.0,5,0.5501,Обрезан на 4-м хопе: исходящие не выгружались. Получил 198 тыс от 2 плат.; оценка P(переводит дальше)=50%.,4,False,2,0,198000.0,0.0,0.0,,68231.26144450418,0.34460233052779893,0.2887836711747222,8,0.0002695994994553878,0.0,8,0.49540148431612613,0
100000003557488100,peripheral,peripheral,peripheral,False,0.8,30,0.5497,"Признаков роли нет: вход 665 тыс от 1, выход 138 тыс к 2, передал 21%.",3,False,1,2,664992.0,138000.0,0.20752129348924497,0.855072463768116,329909.49276613677,0.49611046864644504,0.3958293148366982,8,0.0001963849988421506,1.981468513870874e-05,7,,1
100000008531186100,terminal,terminal,terminal,False,0.594,3,0.5497,"Деньги оседают: получил 125 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 2 выгружен полностью).",2,False,1,0,125000.0,0.0,0.0,,82691.00067815918,0.6615280054252735,0.5957146489028127,8,0.0003267336983126917,0.0,9,,0
100000008193577100,peripheral,peripheral,peripheral,False,0.8,41,0.5495,"Признаков роли нет: вход 154 тыс от 2, выход 480 тыс к 5, передал в 3,1 раза больше полученного (есть невидимые поступления извне).",1,False,2,5,154300.0,480180.0,3.1119896305897603,0.10410679328585114,154241.01070326037,0.9996176973639687,0.9990639439867609,8,0.002504383030536903,9.90734256935437e-07,1,,9
100000005634552100,peripheral,peripheral,peripheral,False,0.8,1,0.5494,"Признаков роли нет: вход 26 тыс от 1, выход 1,2 млн к 3, передал в 46,3 раза больше полученного (есть невидимые поступления извне).",1,False,1,3,25850.0,1196000.0,46.2669245647969,0.0,25850.0,1.0,1.0,8,0.004851430308724191,2.917712386674862e-05,7,,0
100000008659445100,peripheral,peripheral,peripheral,False,0.8,41,0.5485,"Признаков роли нет: вход 138 тыс от 3, выход 875 тыс к 4, передал в 6,3 раза больше полученного (есть невидимые поступления извне).",0,True,3,4,138490.0,875150.0,6.319228825185934,0.5178540821573444,138364.6503436868,0.9990948829784592,1.0,8,0.006378791276979323,9.90734256935437e-07,0,,10
100000001477796100,terminal,terminal,terminal,False,0.608,3,0.548,"Деньги оседают: получил 182 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 1 выгружен полностью).",1,False,1,0,182000.0,0.0,0.0,,182000.0,1.0,1.0,8,0.0007191294409939525,0.0,1,,0
100000005756189100,transit,transit,transit,False,0.926,8,0.5476,"Признаки транзита: получил 65 тыс, передал 75%; 100% ушло в течение 2 дней после поступления, медианная задержка 0 дн.",3,False,1,1,65000.0,49050.0,0.7546153846153846,1.0,40246.57424468334,0.6191780653028206,0.5403576910379955,8,0.0002637510707970699,1.922024458454748e-05,7,,0
100000004798515100,peripheral,peripheral,truncated,True,1.0,10,0.5476,Обрезан на 4-м хопе: исходящие не выгружались. Получил 200 тыс от 1 плат.; оценка P(переводит дальше)=32%.,4,False,1,0,200000.0,0.0,0.0,,88402.1911410162,0.442010955705081,0.39278655103571053,8,0.0003493001005377724,0.0,7,0.3159765051096964,0
100000002681544100,terminal,terminal,terminal,False,0.667,4,0.5471,"Деньги оседают: получил 166 тыс от 2 плат., исходящих ≥5 000 KZT нет (хоп 3 выгружен полностью).",3,False,2,0,166072.0,0.0,0.0,,112412.50881960793,0.6768901971410468,0.5907417222091641,8,0.0004441711243306253,0.0,7,,0
100000004877085100,transit,transit,transit,False,0.612,13,0.5471,"Признаки транзита: получил 25 тыс, передал в 3,8 раза больше полученного (есть невидимые поступления извне); 71% ушло в течение 2 дней после поступления, медианная задержка 0 дн.",3,False,1,3,25000.0,95600.0,3.824,0.7071129707112971,18180.557751122655,0.7272223100449062,0.6464047554220197,8,0.0003160093908621089,5.7660733753642434e-05,7,,0
100000001329153100,terminal,terminal,terminal,False,0.6,1,0.5469,"Деньги оседают: получил 151 тыс от 1 плат., исходящих ≥5 000 KZT нет (хоп 3 выгружен полностью).",3,False,1,0,150687.0,0.0,0.0,,114016.15877655409,0.7566423034273301,0.6659430358381553,8,0.00045050756332560004,0.0,7,,0
